"wage","lwage","educ","nearc4","nearc2","black","smsa","south","exper","expersq","married","age","fatheduc","motheduc","IQ","KWW"
727,6.58892583847046,11,1,0,1,1,0,9,81,4,26,NA,9,NA,23
667,6.50278997421265,12,1,0,1,1,0,6,36,1,24,NA,9,NA,30
962,6.86901378631592,12,1,0,1,1,0,10,100,4,28,NA,6,80,31
750,6.62007284164429,14,1,0,0,1,0,7,49,6,27,NA,8,126,44
667,6.50278997421265,14,1,0,0,1,0,5,25,6,25,8,8,NA,20
692,6.53958606719971,17,1,0,0,0,0,11,121,1,34,8,12,109,49
465,6.14203691482544,12,1,0,1,1,0,7,49,1,25,6,12,NA,21
641,6.46302890777588,12,1,0,1,1,0,12,144,5,30,NA,NA,NA,38
710,6.56526517868042,11,1,0,1,1,0,12,144,1,29,NA,11,86,22
425,6.05208921432495,13,1,0,1,1,0,6,36,6,25,NA,10,NA,22
833,6.72503423690796,12,1,0,0,1,0,9,81,1,27,12,12,112,46
308,5.73010015487671,12,1,0,0,1,0,8,64,1,26,12,12,98,41
625,6.43775177001953,16,1,0,0,1,0,7,49,4,29,12,12,119,48
1442,7.27378702163696,16,1,0,0,1,0,10,100,1,32,13,16,NA,26
673,6.5117449760437,16,1,0,0,1,0,3,9,1,25,12,12,102,38
1346,7.20489311218262,17,1,0,0,1,0,5,25,1,28,14,14,NA,46
400,5.99146509170532,17,1,0,0,1,0,10,100,4,33,12,10,128,41
518,6.24997520446777,9,1,0,0,0,0,19,361,1,34,12,NA,82,38
456,6.12249279022217,14,1,0,0,1,0,6,36,1,26,16,16,NA,30
409,6.01371479034424,17,1,0,0,1,1,10,100,1,33,12,12,113,42
559,6.32614898681641,18,1,0,0,1,0,10,100,6,34,5,9,105,45
230,5.43807888031006,12,1,0,1,1,0,6,36,1,24,10,9,NA,32
1026,6.93342304229736,17,1,1,0,1,0,4,16,6,27,18,18,124,46
1082,6.98656702041626,12,1,1,0,1,0,9,81,1,27,13,13,NA,48
1202,7.09174203872681,14,1,1,0,1,0,4,16,1,24,13,13,94,39
329,5.796058177948,17,1,1,0,0,0,2,4,1,25,NA,12,117,40
481,6.17586708068848,18,1,1,0,1,0,3,9,6,27,14,14,116,39
673,6.5117449760437,18,1,1,0,1,1,0,0,6,24,14,NA,NA,33
1683,7.42833280563354,17,1,1,0,1,0,8,64,6,31,12,12,NA,41
1282,7.15617704391479,16,1,1,0,1,0,12,144,1,34,12,12,112,40
577,6.35784196853638,12,1,1,0,1,0,6,36,6,24,12,14,NA,23
444,6.0958251953125,18,1,1,0,1,0,3,9,6,27,9,9,105,31
481,6.17586708068848,16,1,1,1,1,0,6,36,6,28,NA,9,87,34
467,6.14632892608643,12,1,1,1,1,0,6,36,6,24,16,12,108,NA
668,6.50428819656372,6,1,1,0,1,0,19,361,1,31,3,3,NA,40
286,5.65599203109741,15,1,1,0,1,0,6,36,1,27,12,12,89,36
577,6.35784196853638,18,1,1,0,1,0,9,81,1,33,12,12,119,NA
721,6.58063888549805,14,1,1,0,1,0,9,81,1,29,12,12,97,34
462,6.13556480407715,12,1,1,0,1,0,7,49,1,25,6,8,89,28
750,6.62007284164429,15,1,1,0,1,0,4,16,1,25,12,10,NA,28
200,5.29831695556641,12,1,1,0,1,0,6,36,6,24,6,12,131,39
650,6.47697305679321,12,1,1,0,1,0,9,81,1,27,12,10,NA,26
481,6.17586708068848,18,1,1,0,1,0,4,16,6,28,12,11,NA,30
600,6.39693021774292,11,1,1,0,1,0,7,49,1,24,9,NA,NA,38
769,6.64509105682373,16,1,1,0,1,1,6,36,1,28,16,16,85,35
775,6.65286302566528,17,1,1,0,1,0,4,16,1,27,16,16,132,26
641,6.46302890777588,16,1,1,0,1,0,2,4,1,24,16,16,114,28
1055,6.96129608154297,14,1,1,0,1,0,13,169,1,33,14,10,98,35
676,6.51619291305542,16,1,1,0,1,0,9,81,6,31,14,12,110,44
691,6.53813982009888,12,1,1,0,1,0,10,100,6,28,NA,NA,124,41
962,6.86901378631592,17,1,1,0,1,0,7,49,1,30,14,12,118,41
400,5.99146509170532,13,1,1,0,1,0,9,81,5,28,14,12,90,32
673,6.5117449760437,16,1,1,0,1,0,5,25,1,27,14,12,108,38
1442,7.27378702163696,18,1,1,1,1,0,10,100,1,34,10,11,112,42
529,6.27098798751831,18,1,1,0,1,0,8,64,1,32,16,10,100,38
700,6.55108022689819,14,1,1,1,1,0,7,49,1,27,9,11,84,21
675,6.51471281051636,8,1,1,1,1,0,20,400,1,34,NA,4,NA,36
494,6.20253610610962,18,1,1,0,1,0,1,1,1,25,8,10,97,34
500,6.21460819244385,12,1,1,0,1,0,6,36,1,24,12,8,113,26
450,6.10924816131592,16,1,1,1,1,0,2,4,6,24,NA,NA,NA,27
601,6.39859485626221,13,1,1,1,1,0,6,36,6,25,NA,8,NA,27
717,6.57507610321045,13,1,1,1,1,0,9,81,6,28,9,12,105,37
575,6.3543701171875,12,1,1,1,1,0,11,121,5,29,9,10,88,28
350,5.85793304443359,12,1,1,1,1,0,7,49,1,25,9,10,74,33
350,5.85793304443359,12,1,1,1,1,0,6,36,6,24,9,10,NA,31
643,6.46614503860474,16,1,0,0,1,0,7,49,1,29,12,12,115,46
675,6.51471281051636,15,1,0,0,1,0,3,9,1,24,10,12,NA,30
679,6.52062082290649,15,1,0,0,1,0,7,49,1,28,12,12,91,34
534,6.28039598464966,12,1,0,0,1,0,9,81,4,27,12,9,103,34
524,6.2614917755127,16,1,0,0,1,0,9,81,1,31,12,10,102,46
667,6.50278997421265,16,1,0,0,1,1,6,36,6,28,10,10,98,38
370,5.91350317001343,14,1,0,0,1,0,6,36,1,26,12,NA,NA,35
658,6.48920488357544,15,1,0,0,1,0,5,25,6,26,12,12,NA,47
700,6.55108022689819,12,1,0,1,1,0,16,256,NA,34,NA,NA,NA,39
311,5.7397928237915,18,1,0,0,1,0,3,9,6,27,9,12,82,33
841,6.73459100723267,9,1,0,0,1,0,18,324,1,33,NA,9,NA,44
660,6.4922399520874,14,1,0,0,1,0,11,121,1,31,10,12,112,47
692,6.53958606719971,16,1,0,0,1,0,9,81,1,31,8,9,108,41
577,6.35784196853638,15,1,0,0,1,0,7,49,1,28,NA,7,90,37
705,6.55819797515869,17,1,0,0,1,0,3,9,6,26,9,12,NA,32
292,5.67675399780273,16,1,0,0,1,1,5,25,1,27,5,8,111,38
750,6.62007284164429,13,1,0,0,1,0,7,49,1,26,8,11,96,24
1442,7.27378702163696,16,1,0,0,1,0,12,144,1,34,12,12,NA,48
1202,7.09174203872681,16,1,0,0,1,0,11,121,1,33,16,16,127,48
1603,7.37963199615479,15,1,0,0,1,1,12,144,1,33,NA,8,97,47
769,6.64509105682373,14,1,0,0,1,1,12,144,4,32,NA,12,120,50
513,6.24027585983276,16,1,0,0,1,0,9,81,6,31,14,16,101,41
805,6.69084215164185,12,1,0,0,1,0,13,169,1,31,NA,8,100,38
962,6.86901378631592,17,1,0,0,1,0,11,121,1,34,8,8,99,44
675,6.51471281051636,12,1,0,0,1,0,7,49,1,25,16,16,104,NA
398,5.98645210266113,13,1,0,0,1,0,5,25,1,24,8,8,116,NA
855,6.75110101699829,14,1,0,0,1,0,13,169,1,33,12,12,120,40
693,6.54102993011475,11,1,0,1,1,0,8,64,1,25,NA,9,95,27
641,6.46302890777588,11,1,0,1,1,0,7,49,5,24,8,9,NA,27
345,5.84354400634766,13,1,0,1,1,0,8,64,1,27,10,8,99,34
561,6.32972097396851,12,1,0,1,1,0,9,81,5,27,NA,NA,68,24
684,6.52795791625977,12,1,0,1,1,0,6,36,1,24,9,11,NA,21
469,6.1506028175354,16,1,0,0,1,1,7,49,1,29,16,16,122,49
300,5.70378303527832,16,1,0,0,1,0,4,16,6,26,12,12,106,37
673,6.5117449760437,18,1,0,0,1,0,1,1,1,25,12,9,101,37
385,5.95324277877808,16,1,0,0,1,0,2,4,6,24,12,9,NA,29
808,6.69456195831299,16,1,0,0,1,0,11,121,1,33,8,6,104,45
548,6.30627489089966,17,1,0,0,1,0,1,1,6,24,12,12,NA,40
500,6.21460819244385,16,1,0,0,1,0,4,16,6,26,12,12,NA,38
727,6.58892583847046,13,1,0,0,1,0,10,100,1,29,11,12,99,38
524,6.2614917755127,16,1,0,0,1,0,6,36,1,28,11,12,NA,29
450,6.10924816131592,15,1,0,1,1,0,3,9,6,24,2,8,NA,36
755,6.62671804428101,12,1,0,1,1,0,10,100,1,28,6,8,NA,34
640,6.46146821975708,12,1,0,1,1,0,6,36,1,24,11,NA,NA,37
313,5.74620294570923,12,1,0,1,1,0,6,36,1,24,10,12,NA,30
1425,7.26192712783813,12,1,0,0,1,0,11,121,1,29,12,12,101,37
761,6.63463401794434,12,1,0,0,1,0,10,100,6,28,11,5,110,23
600,6.39693021774292,12,1,0,0,1,0,8,64,1,26,11,5,94,35
1111,7.01301622390747,16,1,0,0,1,0,10,100,1,32,12,15,111,42
763,6.63725805282593,16,1,0,0,1,0,11,121,1,33,13,17,120,50
650,6.47697305679321,12,1,0,0,1,0,14,196,1,32,8,8,108,45
1155,7.05185604095459,14,1,0,0,1,0,7,49,1,27,16,16,111,39
600,6.39693021774292,12,1,0,0,1,0,6,36,1,24,9,12,NA,25
555,6.31896781921387,12,1,0,0,1,0,11,121,1,29,11,11,103,31
543,6.29710912704468,11,1,0,0,1,0,11,121,1,28,11,11,NA,25
550,6.30991792678833,11,1,0,0,1,0,8,64,1,25,11,11,NA,31
800,6.68461179733276,11,1,0,0,1,0,14,196,1,31,NA,NA,97,39
1000,6.90775489807129,11,1,0,0,1,0,9,81,1,26,10,11,97,26
864,6.76157283782959,12,1,0,0,1,0,13,169,1,31,13,11,106,36
613,6.41836500167847,13,1,0,0,1,0,13,169,1,32,NA,6,109,43
519,6.25190401077271,16,1,0,0,1,0,2,4,1,24,12,12,NA,27
707,6.56103086471558,13,1,0,1,1,0,11,121,1,30,NA,NA,96,45
818,6.70686197280884,13,1,0,1,1,0,7,49,1,26,10,10,79,26
300,5.70378303527832,10,1,0,1,1,0,9,81,6,25,10,12,62,31
702,6.55393409729004,16,1,1,0,1,0,8,64,1,30,9,9,110,47
1322,7.1869010925293,16,1,1,0,1,0,12,144,1,34,NA,12,117,47
380,5.9401707649231,12,1,1,1,1,0,9,81,1,27,NA,12,72,25
400,5.99146509170532,11,1,1,1,1,0,9,81,6,26,NA,NA,83,30
498,6.21059989929199,11,1,1,1,1,0,8,64,1,25,NA,NA,99,22
663,6.49677515029907,10,1,1,1,1,0,17,289,1,33,NA,11,72,18
600,6.39693021774292,10,1,1,1,1,0,17,289,5,33,8,11,88,29
1034,6.94118976593018,18,1,1,0,0,1,8,64,1,32,16,12,123,48
1079,6.98378992080688,14,1,1,0,1,0,5,25,6,25,12,12,91,23
400,5.99146509170532,18,1,1,0,1,1,0,0,6,24,12,12,98,31
641,6.46302890777588,16,1,1,0,1,0,11,121,6,33,13,12,119,37
620,6.42971897125244,12,1,1,0,1,0,14,196,1,32,NA,8,87,33
481,6.17586708068848,17,1,1,0,1,0,7,49,4,30,12,11,121,49
1058,6.96413612365723,16,1,1,0,1,0,11,121,6,33,8,8,NA,41
545,6.30078601837158,12,1,1,0,1,0,8,64,1,26,8,12,112,33
786,6.66695690155029,14,1,1,0,1,0,6,36,6,26,12,12,113,38
485,6.18414878845215,18,1,1,0,1,0,1,1,6,25,12,12,125,38
722,6.58202505111694,14,1,1,0,1,0,14,196,1,34,11,11,121,45
695,6.54391193389893,15,1,1,0,1,0,7,49,1,28,12,12,128,47
549,6.30809783935547,15,1,1,0,1,0,13,169,4,34,12,12,NA,41
793,6.67582321166992,15,1,1,0,1,0,11,121,1,32,15,12,103,36
1923,7.56164216995239,16,1,1,0,1,1,11,121,1,33,18,16,99,48
793,6.67582321166992,15,1,1,0,1,0,12,144,1,33,12,12,101,40
900,6.80239486694336,15,1,0,0,1,0,7,49,5,28,NA,NA,117,34
654,6.48310804367065,14,1,0,0,1,0,12,144,1,32,8,8,109,41
513,6.24027585983276,12,1,0,0,1,0,9,81,6,27,12,12,73,46
384,5.95064306259155,14,1,0,0,1,0,9,81,4,29,NA,12,88,38
500,6.21460819244385,16,1,0,0,0,1,5,25,1,27,16,16,116,27
601,6.39859485626221,15,1,0,0,1,0,4,16,6,25,12,11,137,40
438,6.08221912384033,12,1,0,0,1,0,9,81,1,27,12,12,105,40
500,6.21460819244385,12,1,0,0,1,0,7,49,6,25,12,12,98,42
1264,7.14203596115112,18,1,0,0,1,0,9,81,1,33,NA,18,122,47
747,6.61606502532959,14,1,0,0,1,1,6,36,1,26,12,14,104,43
513,6.24027585983276,14,1,0,0,1,0,7,49,1,27,12,12,78,29
700,6.55108022689819,12,1,0,0,1,1,15,225,1,33,NA,NA,104,43
672,6.51025819778442,16,1,0,0,1,0,7,49,1,29,14,12,93,38
983,6.89060878753662,17,1,0,0,1,0,7,49,6,30,NA,NA,87,39
220,5.39362812042236,13,1,0,0,0,0,10,100,1,29,12,12,101,35
1202,7.09174203872681,18,1,0,0,1,0,9,81,1,33,12,12,134,39
667,6.50278997421265,12,1,0,0,0,0,12,144,1,30,12,12,85,39
838,6.73101806640625,14,1,0,1,1,0,8,64,1,28,NA,NA,NA,41
444,6.0958251953125,15,1,0,0,1,0,4,16,1,25,12,12,104,36
543,6.29710912704468,12,1,0,0,1,0,7,49,6,25,10,12,104,25
505,6.22455787658691,14,1,0,0,1,1,10,100,1,30,12,12,NA,41
797,6.68085479736328,12,1,0,0,0,0,13,169,1,31,NA,NA,107,37
357,5.87773609161377,9,1,0,0,1,0,9,81,1,24,10,8,NA,18
500,6.21460819244385,12,1,0,0,1,0,9,81,1,27,12,8,93,30
962,6.86901378631592,12,1,0,0,1,0,16,256,1,34,NA,8,NA,47
350,5.85793304443359,11,1,0,0,1,0,11,121,6,28,6,5,94,31
313,5.74620294570923,15,1,0,0,1,0,3,9,6,24,6,5,NA,35
117,4.76217412948608,16,1,0,0,1,1,2,4,1,24,17,13,NA,34
726,6.58755016326904,12,1,0,0,1,0,15,225,1,33,10,8,109,48
536,6.28413391113281,13,1,0,1,1,0,14,196,1,33,NA,11,119,31
532,6.27664279937744,13,1,0,1,1,1,7,49,1,26,12,12,98,29
428,6.05912303924561,17,1,0,1,1,1,5,25,1,28,NA,NA,103,32
1094,6.99759578704834,16,1,0,0,1,0,12,144,1,34,15,13,NA,50
1925,7.56268119812012,12,1,0,0,1,0,15,225,1,33,NA,9,NA,45
850,6.74523591995239,18,1,0,0,1,1,8,64,1,32,10,12,112,36
365,5.89989805221558,12,1,0,0,1,0,6,36,6,24,11,11,NA,34
474,6.16120719909668,16,1,0,0,1,0,4,16,6,26,12,8,104,29
656,6.48616123199463,13,1,0,0,1,0,7,49,1,26,11,10,96,33
440,6.0867748260498,12,1,0,0,1,0,7,49,6,25,11,10,NA,22
462,6.13556480407715,14,1,0,0,1,0,5,25,1,25,10,11,102,38
673,6.5117449760437,16,0,0,0,1,0,6,36,1,28,9,NA,103,41
1150,7.04751682281494,12,0,0,0,1,0,6,36,1,24,12,12,NA,16
800,6.68461179733276,12,0,0,0,1,0,13,169,4,31,NA,NA,95,37
460,6.13122701644897,12,0,0,0,1,0,7,49,6,25,NA,12,NA,23
334,5.81114101409912,12,0,1,0,1,0,8,64,1,26,NA,NA,93,31
702,6.55393409729004,13,0,1,0,1,0,7,49,1,26,6,8,122,35
524,6.2614917755127,12,0,1,0,1,0,7,49,4,25,6,8,107,37
667,6.50278997421265,7,1,0,0,0,0,20,400,1,33,NA,8,NA,37
641,6.46302890777588,18,1,0,0,1,0,2,4,1,26,12,12,NA,48
800,6.68461179733276,12,1,0,0,1,0,6,36,1,24,12,12,NA,40
577,6.35784196853638,12,1,1,0,1,0,14,196,1,32,NA,12,97,30
423,6.04737186431885,18,1,1,0,0,0,8,64,1,32,12,12,115,41
874,6.77307987213135,18,1,1,0,1,0,5,25,1,29,NA,NA,120,42
640,6.46146821975708,15,1,1,0,1,0,7,49,1,28,NA,12,103,29
1101,7.00397396087646,16,0,0,0,1,1,7,49,1,29,12,14,106,41
649,6.47543287277222,16,0,0,0,1,0,4,16,1,26,12,14,96,32
450,6.10924816131592,12,0,0,0,1,1,8,64,1,26,8,8,114,39
924,6.82871198654175,12,0,0,0,1,0,15,225,4,33,NA,9,NA,37
698,6.54821920394897,11,0,0,0,1,0,10,100,1,27,NA,9,86,33
505,6.22455787658691,15,0,0,1,1,0,13,169,1,34,NA,NA,78,27
556,6.32076787948608,16,0,0,0,1,1,6,36,1,28,12,13,110,38
375,5.92692613601685,17,0,0,0,0,0,2,4,6,25,12,13,132,37
673,6.5117449760437,15,0,0,0,1,1,7,49,1,28,12,12,126,34
308,5.73010015487671,13,0,0,0,1,0,11,121,1,30,8,8,102,36
585,6.37161207199097,12,0,0,0,1,0,16,256,1,34,12,12,87,41
781,6.6605749130249,12,0,0,0,1,0,6,36,4,24,12,13,89,31
656,6.48616123199463,12,1,0,0,1,0,9,81,1,27,NA,8,106,40
423,6.04737186431885,12,1,0,0,1,0,10,100,1,28,8,5,100,43
1282,7.15617704391479,16,1,0,0,1,0,6,36,1,28,12,12,98,26
962,6.86901378631592,12,1,0,0,1,0,7,49,1,25,11,12,97,30
800,6.68461179733276,12,1,0,0,1,0,12,144,1,30,4,16,111,38
750,6.62007284164429,12,1,0,0,1,0,15,225,1,33,12,12,100,40
647,6.47234582901001,18,1,0,0,1,0,5,25,4,29,12,12,110,39
938,6.84375,12,1,0,0,1,0,11,121,4,29,10,12,114,38
537,6.28599786758423,17,1,0,0,1,0,5,25,4,28,17,12,135,43
290,5.66988086700439,15,1,0,0,1,0,3,9,6,24,13,16,121,39
192,5.25749492645264,12,1,0,0,0,1,11,121,1,29,6,8,95,33
818,6.70686197280884,18,1,0,0,1,0,6,36,1,30,NA,NA,116,35
813,6.70073080062866,18,1,0,0,1,0,6,36,1,30,NA,13,98,45
727,6.58892583847046,12,1,0,0,1,0,11,121,1,29,10,12,90,28
1125,7.02553796768188,12,1,0,0,1,0,6,36,1,24,10,12,116,33
615,6.42162179946899,17,1,0,1,1,0,5,25,1,28,14,NA,110,32
403,5.99893712997437,12,1,0,1,1,0,8,64,6,26,14,NA,97,23
705,6.55819797515869,11,1,0,0,1,0,9,81,1,26,8,9,89,24
337,5.8200831413269,15,1,0,0,1,0,6,36,1,27,11,12,105,33
833,6.72503423690796,17,1,0,0,1,0,5,25,1,28,11,12,117,44
192,5.25749492645264,17,1,0,0,1,0,3,9,1,26,11,12,75,37
730,6.59304523468018,12,1,0,0,1,0,8,64,1,26,12,12,87,23
542,6.29526615142822,10,1,0,0,1,0,10,100,1,26,9,11,74,23
823,6.71295595169067,12,1,0,0,0,0,10,100,1,28,11,11,91,45
438,6.08221912384033,12,1,0,0,1,1,8,64,1,26,11,11,90,38
735,6.59987115859985,14,1,0,0,1,1,4,16,1,24,11,11,NA,27
427,6.05678415298462,16,1,0,0,1,0,2,4,6,24,14,12,112,31
340,5.82894611358643,12,1,0,0,0,0,12,144,1,30,11,12,90,38
481,6.17586708068848,13,1,0,0,1,1,15,225,1,34,14,11,130,29
817,6.70563888549805,16,1,0,0,1,0,10,100,1,32,10,12,108,51
500,6.21460819244385,12,1,0,0,0,0,10,100,1,28,12,12,86,34
543,6.29710912704468,12,1,0,1,1,0,7,49,1,25,NA,NA,101,30
447,6.10255908966064,16,1,0,0,1,0,4,16,1,26,NA,11,125,37
217,5.37989711761475,15,1,0,0,0,0,4,16,1,25,NA,11,94,24
275,5.61677122116089,8,1,0,0,1,0,12,144,1,26,3,6,NA,18
352,5.86363077163696,15,1,0,1,1,0,3,9,5,24,8,10,109,22
721,6.58063888549805,12,1,0,0,0,0,11,121,1,29,8,10,98,31
1008,6.91572284698486,12,1,0,0,0,0,9,81,1,27,3,8,NA,36
654,6.48310804367065,17,1,0,0,1,0,6,36,1,29,8,12,114,36
803,6.68835401535034,16,1,0,0,1,0,4,16,1,26,NA,16,125,27
570,6.34563589096069,12,1,0,0,1,0,9,81,1,27,8,12,100,28
600,6.39693021774292,16,1,0,0,1,0,3,9,1,25,12,12,104,29
645,6.46925020217896,12,1,0,0,1,0,6,36,1,24,NA,NA,NA,35
450,6.10924816131592,13,1,0,0,1,0,7,49,1,26,14,10,112,35
445,6.09807395935059,13,1,0,0,1,1,7,49,6,26,NA,2,100,27
590,6.38012313842773,15,1,0,0,0,0,8,64,1,29,12,11,104,37
721,6.58063888549805,14,1,0,0,1,0,5,25,1,25,8,12,97,35
693,6.54102993011475,12,1,0,0,1,0,14,196,1,32,8,8,120,33
529,6.27098798751831,13,1,0,0,1,1,7,49,6,26,8,8,134,38
470,6.15273284912109,9,1,0,0,1,0,15,225,1,30,8,8,92,28
481,6.17586708068848,16,1,0,0,1,0,4,16,1,26,16,13,129,34
462,6.13556480407715,16,1,0,0,1,0,3,9,1,25,16,13,122,31
554,6.3171648979187,17,1,0,0,1,0,10,100,1,33,6,9,NA,45
865,6.76273012161255,14,1,0,0,1,0,12,144,4,32,12,12,118,42
713,6.56948089599609,16,1,0,0,0,0,8,64,1,30,NA,12,101,42
740,6.60664987564087,12,1,0,0,0,0,6,36,1,24,NA,12,107,37
817,6.70563888549805,14,1,0,0,1,0,8,64,4,28,NA,10,92,NA
677,6.51767110824585,12,1,0,0,1,0,16,256,1,34,11,12,92,37
797,6.68085479736328,16,1,0,0,1,0,7,49,1,29,12,12,121,43
769,6.64509105682373,13,1,0,0,1,0,5,25,1,24,13,17,102,27
462,6.13556480407715,16,1,0,0,1,0,3,9,1,25,12,16,118,33
519,6.25190401077271,14,1,0,0,1,0,4,16,1,24,12,12,NA,28
393,5.97381019592285,12,1,0,0,0,0,7,49,1,25,12,NA,100,38
800,6.68461179733276,13,1,0,0,1,1,13,169,1,32,9,7,92,37
673,6.5117449760437,17,0,1,0,1,0,4,16,1,27,14,12,108,38
481,6.17586708068848,16,0,1,0,0,0,11,121,1,33,NA,NA,121,41
911,6.81454277038574,12,0,1,0,0,0,14,196,1,32,8,12,119,42
481,6.17586708068848,12,0,1,0,0,0,7,49,1,25,8,8,NA,33
500,6.21460819244385,11,0,1,0,0,0,16,256,1,33,8,8,NA,32
385,5.95324277877808,16,0,1,0,0,0,2,4,1,24,12,12,106,39
436,6.07764196395874,12,0,1,0,1,0,6,36,1,24,12,11,98,24
526,6.26530122756958,12,0,1,0,0,0,7,49,1,25,7,8,109,29
913,6.81673622131348,14,0,1,0,0,0,9,81,6,29,12,8,NA,37
542,6.29526615142822,16,0,1,0,0,0,3,9,6,25,12,15,120,28
769,6.64509105682373,13,0,1,0,0,0,9,81,1,28,4,16,127,36
226,5.42053508758545,12,0,1,0,0,0,6,36,6,24,8,8,NA,26
711,6.56667184829712,18,0,1,0,0,0,3,9,1,27,12,12,101,24
346,5.84643888473511,18,0,0,0,0,0,10,100,1,34,8,8,108,43
787,6.66822814941406,12,0,0,0,0,0,14,196,1,32,8,8,91,41
455,6.12029695510864,14,0,0,0,1,0,6,36,1,26,10,12,118,38
460,6.13122701644897,16,0,0,0,1,0,2,4,6,24,10,12,110,25
277,5.62401819229126,13,0,0,0,0,0,7,49,1,26,NA,14,119,37
808,6.69456195831299,17,0,0,0,1,0,11,121,1,34,8,12,103,43
624,6.43615102767944,14,0,0,0,0,0,7,49,1,27,12,14,103,33
697,6.5467848777771,12,0,0,0,1,0,8,64,1,26,8,12,104,40
378,5.93489408493042,14,0,0,0,0,0,6,36,1,26,8,12,108,32
473,6.15909481048584,12,0,0,0,0,0,6,36,1,24,8,12,118,33
425,6.05208921432495,12,0,0,0,0,0,6,36,1,24,8,12,98,21
649,6.47543287277222,16,0,0,0,0,0,2,4,1,24,8,12,120,25
491,6.19644403457642,15,0,0,0,1,0,4,16,1,25,12,15,144,25
924,6.82871198654175,18,0,0,0,0,0,2,4,4,26,12,16,NA,25
350,5.85793304443359,12,0,0,0,0,0,6,36,1,24,12,10,NA,38
600,6.39693021774292,13,0,0,0,0,0,6,36,1,25,13,12,NA,27
429,6.06145715713501,9,0,0,0,0,0,16,256,1,31,3,7,NA,30
500,6.21460819244385,12,0,0,0,0,0,8,64,1,26,2,7,100,20
500,6.21460819244385,9,0,0,0,0,0,9,81,6,24,2,7,NA,12
350,5.85793304443359,8,0,0,0,0,0,20,400,1,34,8,8,NA,39
370,5.91350317001343,14,0,0,0,0,0,7,49,1,27,8,10,86,32
380,5.9401707649231,16,0,0,0,0,0,2,4,1,24,8,12,NA,21
250,5.52146100997925,14,0,0,0,0,0,5,25,1,25,9,12,NA,30
506,6.22653722763062,18,0,0,0,1,0,6,36,1,30,6,8,122,40
619,6.42810487747192,12,0,0,0,1,0,9,81,1,27,12,13,98,35
381,5.94280004501343,16,0,0,0,0,0,2,4,1,24,12,13,NA,28
361,5.88887786865234,12,0,0,0,0,0,12,144,1,30,NA,13,101,37
588,6.37672710418701,12,0,0,0,1,0,10,100,1,28,NA,8,117,33
350,5.85793304443359,12,0,0,0,1,0,6,36,1,24,NA,8,119,35
484,6.18208503723145,12,0,0,0,1,0,14,196,1,32,8,12,105,37
835,6.7274317741394,11,0,0,0,0,0,17,289,1,34,6,9,104,37
535,6.28226709365845,10,0,0,0,1,0,13,169,1,29,8,12,NA,22
385,5.95324277877808,17,1,0,0,0,0,5,25,6,28,NA,12,111,46
450,6.10924816131592,11,1,0,0,0,0,8,64,4,25,8,8,96,22
491,6.19644403457642,16,1,0,0,0,0,6,36,1,28,12,8,94,29
914,6.81783103942871,12,1,0,0,0,0,6,36,1,24,NA,10,NA,41
831,6.7226300239563,18,1,0,0,1,0,8,64,1,32,8,12,101,36
434,6.07304382324219,12,1,0,0,0,0,12,144,1,30,8,8,83,36
700,6.55108022689819,12,1,0,0,0,0,8,64,1,26,8,8,112,34
542,6.29526615142822,10,1,0,0,0,0,10,100,1,26,8,8,93,28
231,5.44241809844971,16,1,0,0,0,0,2,4,6,24,12,13,NA,27
395,5.97888612747192,12,0,0,0,0,0,16,256,1,34,12,9,105,42
721,6.58063888549805,12,0,0,0,1,0,7,49,1,25,NA,NA,115,37
1187,7.07918500900269,12,0,0,0,0,0,7,49,4,25,8,15,105,24
501,6.21660614013672,12,0,0,0,1,0,7,49,1,25,8,10,88,27
336,5.81711101531982,16,1,0,0,1,0,2,4,6,24,16,13,122,39
565,6.33682584762573,12,1,0,0,0,0,14,196,1,32,8,8,96,43
964,6.87109088897705,17,0,0,0,0,1,11,121,1,34,6,12,123,42
1374,7.22548198699951,12,0,0,0,1,0,15,225,1,33,12,12,NA,45
800,6.68461179733276,12,0,0,0,1,0,10,100,1,28,12,12,104,31
609,6.41181898117065,12,0,0,0,1,0,12,144,1,30,7,11,108,43
670,6.50727701187134,16,0,0,0,1,0,3,9,1,25,12,12,116,35
445,6.09807395935059,11,0,0,0,1,0,8,64,1,25,8,7,92,26
485,6.18414878845215,13,0,0,0,1,0,6,36,1,25,10,12,102,32
710,6.56526517868042,18,0,0,0,0,0,8,64,1,32,12,16,109,45
953,6.85961484909058,12,0,0,0,0,0,14,196,1,32,NA,NA,103,43
480,6.17378616333008,11,0,0,0,0,0,8,64,1,25,10,8,NA,22
500,6.21460819244385,13,0,0,0,1,0,8,64,1,27,12,12,97,39
457,6.12468290328979,16,0,0,0,1,1,4,16,6,26,12,12,101,42
721,6.58063888549805,18,1,0,0,0,0,0,0,1,24,18,12,NA,39
733,6.59714603424072,12,1,0,0,0,0,6,36,1,24,NA,12,NA,41
330,5.7990927696228,12,1,0,0,0,0,15,225,1,33,8,12,NA,31
410,6.01615715026855,12,1,0,0,0,0,9,81,1,27,8,11,98,40
486,6.18620920181274,12,1,0,0,0,0,9,81,1,27,8,8,96,23
962,6.86901378631592,18,1,0,0,1,1,7,49,1,31,9,13,122,46
